"","id","sales","price","brand","feat"
"5471",377,4992,2.47,"minute.maid",0
"5472",9511,20735,1.73,"minute.maid",1
"5473",9892,11392,1.48,"dominicks",0
"5475",10587,5121,1.98,"dominicks",0
"5476",1294,11073,3.02,"tropicana",0
"5477",12706,5886,2.05,"minute.maid",0
"5480",10912,29952,1.71,"minute.maid",1
"5482",12528,27520,1.33,"dominicks",0
"5484",8638,1024,2.74,"dominicks",0
"5486",2426,58112,1.98,"tropicana",0
"5488",458,37632,2.85,"minute.maid",0
"5491",1983,105537,1.94,"minute.maid",1
"5492",4948,4031,2.7,"tropicana",0
"5494",6670,4927,1.62,"dominicks",0
"5495",7955,58048,1.26,"minute.maid",1
"5496",7126,7040,1.57,"dominicks",0
"5497",1460,1600,2.03,"dominicks",0
"5498",5918,6591,3.31,"tropicana",0
"5499",8672,9536,1.62,"dominicks",0
"5500",12798,59904,1.09,"dominicks",0
"5504",9534,35968,1.67,"dominicks",1
"5505",7990,18625,1.78,"dominicks",1
"5507",7484,24704,1.78,"minute.maid",1
"5508",1687,27264,2.07,"minute.maid",1
"5510",6066,21567,1.74,"minute.maid",0
"5512",9273,8575,1.64,"dominicks",0
"5514",7631,5185,2.59,"minute.maid",0
"5516",2484,18560,3.68,"tropicana",0
"5517",12531,15743,1.57,"dominicks",0
"5520",5874,18816,2.9,"tropicana",1
"5521",1442,43840,1.62,"dominicks",1
"5522",9425,40895,2.18,"tropicana",1
"5524",7567,9731,1.53,"dominicks",0
"5525",6443,10111,3.55,"tropicana",0
"5526",4934,23999,2,"minute.maid",0
"5528",897,3584,1.84,"dominicks",0
"5529",7272,6528,2.45,"tropicana",1
"5530",6166,23808,2.02,"minute.maid",1
"5532",5726,47296,2.43,"tropicana",0
"5533",4290,15741,NA,"dominicks",0
"5538",2027,17151,1.54,"dominicks",0
"5539",6536,9217,2.55,"tropicana",1
"5540",11379,9151,2.83,"minute.maid",0
"5541",1573,7169,2.95,"tropicana",0
"5542",9608,85440,1.67,"minute.maid",1
"5543",12662,7998,NA,"tropicana",0
"5544",6932,2047,NA,"dominicks",0
"5545",12488,27135,1.54,"dominicks",0
"5546",6623,7104,2.44,"minute.maid",1
"5548",5137,15295,2.17,"minute.maid",1
"5549",6121,6013,NA,"tropicana",0
"5550",2640,8064,1.88,"minute.maid",0
"5551",10841,3903,NA,"minute.maid",1
"5552",11404,4992,2.05,"minute.maid",0
"5553",9336,24383,NA,"minute.maid",0
"5554",2793,25856,1.26,"dominicks",0
"5555",3015,11648,2.63,"dominicks",0
"5557",10129,8001,3.03,"tropicana",0
"5558",11683,6399,3.26,"tropicana",0
"5560",11104,1664,2.4,"minute.maid",0
"5562",9774,2368,2.53,"minute.maid",0
"5563",9093,6398,2.76,"minute.maid",0
"5564",8633,2881,1.83,"minute.maid",0
"5565",10746,13502,1.49,"dominicks",0
"5567",2706,15935,2,"dominicks",0
"5569",12048,97792,1.87,"tropicana",1
"5570",8739,6018,1.79,"dominicks",1
"5571",10663,9024,3.01,"minute.maid",0
"5573",6192,4158,3.08,"minute.maid",0
"5574",11694,6400,NA,"tropicana",0
"5577",2848,18368,2.09,"tropicana",0
"5579",5761,4863,2.56,"minute.maid",0
"5580",4165,15936,1.68,"dominicks",0
"5581",614,15999,1.59,"minute.maid",0
"5582",11565,2370,2.02,"dominicks",1
"5583",7846,2686,2.45,"minute.maid",0
"5584",12308,1855,3.5,"tropicana",0
"5586",2362,3649,2.9,"tropicana",0
"5587",9277,40771,2.64,"minute.maid",1
"5588",12752,7231,2.35,"minute.maid",1
"5589",7015,10687,1.36,"dominicks",0
"5590",60,14015,1.32,"dominicks",0
"5591",6096,18368,1.57,"dominicks",1
"5592",2264,33665,1.61,"dominicks",1
"5593",7042,2113,2.07,"minute.maid",0
"5594",2821,9984,2.45,"tropicana",0
"5599",12636,11840,3.23,"minute.maid",0
"5600",9405,5695,3.56,"tropicana",0
"5602",8487,67455,2.27,"minute.maid",1
"5603",1620,12158,1.63,"dominicks",0
"5604",3050,10241,1.74,"dominicks",1
"5605",8891,28544,2.58,"minute.maid",1
"5606",10942,16257,1.41,"dominicks",0
"5607",8694,13698,2.87,"tropicana",0
"5608",3275,4928,2.59,"minute.maid",0
"5609",1592,6782,3.38,"tropicana",1
"5610",8203,8385,2.92,"tropicana",0
"5611",4929,6655,1.83,"dominicks",0
"5612",8488,4096,1.99,"minute.maid",0
"5614",2249,54592,2.03,"minute.maid",1
"5615",5944,767,2.75,"dominicks",0
"5616",12717,3905,2.8,"tropicana",0
"5617",8965,10112,1.68,"dominicks",0
"5618",1209,23231,1.65,"tropicana",1
"5619",8411,324990,0.78,"dominicks",1
"5620",3026,4417,2.84,"minute.maid",0
"5622",12461,62079,1.87,"tropicana",1
"5623",7535,3519,1.48,"dominicks",0
"5624",73,27458,1.29,"dominicks",0
"5626",7050,2753,3.13,"tropicana",0
"5628",3938,4800,2.46,"minute.maid",0
"5629",6512,32000,2.33,"dominicks",1
"5630",7476,40511,1.99,"tropicana",0
"5631",3013,67073,1.1,"dominicks",1
"5632",1625,10368,1.54,"dominicks",0
"5633",11676,14848,2.01,"minute.maid",1
"5634",12396,9728,3,"tropicana",0
"5635",5687,4033,2.14,"dominicks",0
"5636",11884,1663,1.5,"dominicks",0
"5637",5202,35584,2.44,"dominicks",1
"5639",3259,2753,3.45,"tropicana",0
"5640",198,14465,1.58,"dominicks",0
"5642",10577,9024,NA,"tropicana",0
"5643",5640,5568,3.68,"tropicana",0
"5644",8685,12928,2.07,"minute.maid",0
"5645",830,46080,1.1,"dominicks",0
"5646",4981,33024,2.12,"minute.maid",0
"5647",1918,5313,NA,"tropicana",0
"5649",3707,15294,3.24,"tropicana",0
"5650",12902,4544,3.14,"tropicana",0
"5651",5263,3841,1.98,"dominicks",0
"5652",10896,8193,NA,"tropicana",1
"5653",10722,11583,2.62,"minute.maid",1
"5654",7935,3904,3.32,"tropicana",0
"5655",11442,7230,2.65,"minute.maid",0
"5656",12735,4160,3.03,"minute.maid",0
"5657",150,39552,2.08,"minute.maid",1
"5658",678,21376,1.55,"dominicks",0
"5659",1779,3072,1.78,"dominicks",0
"5660",175,5569,3.03,"tropicana",0
"5661",6561,10815,1.46,"dominicks",0
"5662",308,21760,2.4,"minute.maid",1
"5663",10749,2623,3.06,"tropicana",0
"5664",402,10176,2.21,"tropicana",0
"5665",9705,5696,2.45,"minute.maid",0
"5666",416,7169,2.57,"tropicana",0
"5668",2559,6848,2.88,"tropicana",0
"5669",8297,2370,2.32,"dominicks",0
"5670",841,2113,3.57,"tropicana",0
"5671",9451,6977,2.15,"minute.maid",0
"5674",9375,5888,2.87,"minute.maid",0
"5675",9397,6271,2.9,"tropicana",0
"5677",5615,8638,1.43,"dominicks",0
"5678",292,22144,NA,"minute.maid",1
"5679",7326,4224,2.84,"minute.maid",0
"5680",6554,3839,2.62,"dominicks",0
"5682",1990,26241,1.64,"minute.maid",0
"5683",3949,4607,1.49,"dominicks",0
"5684",11508,15296,3.79,"tropicana",0
"5685",6492,2433,NA,"dominicks",0
"5686",12433,14912,2.92,"tropicana",0
"5688",6009,17343,1.62,"dominicks",0
"5689",3342,3650,1.89,"dominicks",0
"5690",2494,3266,2.18,"dominicks",0
"5691",8111,10688,2.07,"dominicks",0
"5692",12764,6913,2,"dominicks",0
"5694",9619,47488,1.53,"dominicks",1
"5695",5223,15295,2.08,"minute.maid",0
"5697",5565,10945,3.06,"tropicana",0
"5698",4472,28673,1.66,"dominicks",1
"5700",6526,6464,1.8,"dominicks",1
"5703",10398,3457,2.28,"dominicks",0
"5704",7170,9281,3.36,"tropicana",0
"5705",11520,5377,2.57,"minute.maid",0
"5706",4880,19712,1.35,"dominicks",0
"5708",8942,22335,1.5,"dominicks",0
"5709",4550,12031,1.9,"minute.maid",0
"5711",5244,4160,1.7,"minute.maid",0
"5712",8556,40384,2.29,"minute.maid",1
"5715",10178,46783,2,"tropicana",1
"5716",5012,37953,1.51,"dominicks",0
"5717",4127,4992,1.59,"dominicks",0
"5718",1076,49471,1.2,"dominicks",1
"5720",9630,21632,1.68,"dominicks",1
"5721",3133,513,2.38,"dominicks",0
"5722",12627,2945,2.42,"dominicks",0
"5723",1937,6785,2.05,"dominicks",0
"5724",1960,8834,1.9,"minute.maid",0
"5725",3943,37248,1.7,"minute.maid",0
"5726",4143,15681,1.62,"dominicks",0
"5728",10517,3713,2.66,"minute.maid",0
"5729",4614,32000,1.68,"dominicks",1
"5732",798,7935,1.83,"minute.maid",0
"5733",12420,5378,2.77,"minute.maid",0
"5734",2010,7359,2.3,"minute.maid",0
"5735",10839,3839,2.7,"minute.maid",0
"5737",12760,7683,2.41,"tropicana",0
"5738",3626,4545,3.09,"tropicana",0
"5739",5250,22913,1.65,"dominicks",1
"5740",5965,7234,3.01,"tropicana",0
"5741",10816,30336,1.8,"dominicks",1
"5742",12718,3521,2.05,"minute.maid",0
"5743",7219,6336,3.66,"tropicana",0
"5744",3834,8000,2.14,"dominicks",0
"5745",12215,7808,2.05,"dominicks",1
"5746",8454,5823,2.18,"minute.maid",0
"5747",5313,9087,3.59,"tropicana",0
"5748",1950,3008,2.93,"tropicana",0
"5749",9582,2561,NA,"tropicana",0
"5751",6315,13631,1.66,"dominicks",0
"5753",6218,20992,2.37,"tropicana",0
"5754",10266,5375,3.09,"tropicana",0
"5755",11023,8705,2.99,"tropicana",0
"5756",5854,8639,1.49,"dominicks",0
"5760",1214,5055,1.64,"dominicks",0
"5761",199,54529,2.44,"minute.maid",1
"5763",3748,4800,1.76,"dominicks",0
"5764",6065,54079,1.85,"dominicks",1
"5765",5686,2945,3.19,"minute.maid",0
"5766",998,19904,3.12,"tropicana",0
"5767",3242,36544,2.04,"minute.maid",0
"5768",7392,54209,2.25,"minute.maid",0
"5769",1561,897,NA,"dominicks",0
"5771",5351,5440,2.98,"minute.maid",0
"5772",4208,4161,3.62,"tropicana",0
"5773",1030,3522,2.86,"tropicana",0
"5775",7077,5184,3.01,"tropicana",0
"5776",1718,8129,2.55,"minute.maid",0
"5777",6742,13631,1.44,"dominicks",0
"5778",1007,2752,2.71,"minute.maid",0
"5779",5158,25790,1.63,"dominicks",0
"5780",3476,5376,3.3,"tropicana",0
"5781",9773,3393,2.65,"dominicks",0
"5782",5954,31165,1.94,"minute.maid",1
"5783",4301,4607,2.9,"minute.maid",0
"5784",8443,7807,1.78,"minute.maid",0
"5785",6992,56703,1.25,"dominicks",0
"5786",11068,46017,1.69,"dominicks",1
"5787",8442,2241,3.1,"tropicana",0
"5788",6878,8767,2.98,"tropicana",1
"5789",9838,12417,1.42,"dominicks",0
"5791",5307,3776,2.41,"dominicks",0
"5792",8359,10368,3.09,"tropicana",0
"5793",2299,8960,2.23,"minute.maid",0
"5794",9982,8702,1.98,"dominicks",0
"5797",11017,3776,NA,"tropicana",0
"5798",9429,7039,3.13,"tropicana",0
"5799",7815,12798,2.06,"tropicana",0
"5800",8603,830,2.84,"dominicks",0
"5801",10790,2689,3.23,"tropicana",0
"5804",3964,5375,1.83,"minute.maid",0
"5805",5406,51456,NA,"dominicks",1
"5806",7252,5824,3.22,"tropicana",0
"5808",2528,5633,2.33,"minute.maid",0
"5809",9110,4031,NA,"minute.maid",0
"5810",10731,5952,3.97,"tropicana",0
"5812",9455,36800,1.92,"minute.maid",1
"5814",358,4289,2.94,"tropicana",0
"5815",488,43328,1.37,"dominicks",1
"5816",10156,6207,2.6,"minute.maid",0
"5817",3946,6015,2.3,"tropicana",0
"5818",7726,13632,1.82,"dominicks",0
"5820",9519,20928,NA,"dominicks",0
"5822",8152,13887,3.29,"tropicana",0
"5823",3189,6528,1.87,"tropicana",0
"5824",285,16639,1.7,"dominicks",0
"5825",6480,12863,3.38,"tropicana",0
"5826",11178,3393,3.61,"tropicana",0
"5827",3597,9280,2.14,"minute.maid",0
"5828",1396,22080,2.13,"minute.maid",0
"5829",8479,21311,2.04,"dominicks",1
"5830",8169,12097,2.1,"tropicana",0
"5831",6038,3199,2.41,"minute.maid",0
"5832",989,6017,2.16,"tropicana",0
"5833",8288,58561,1.85,"dominicks",0
"5835",12626,3968,2.93,"tropicana",0
"5837",2423,4352,2.41,"minute.maid",0
"5838",9311,4545,3.01,"minute.maid",0
"5839",12554,7293,3.72,"tropicana",0
"5843",2050,9921,3.12,"tropicana",0
"5845",3862,7039,1.19,"dominicks",0
"5846",62,5824,1.51,"dominicks",0
"5848",1601,43712,1.95,"tropicana",1
"5851",3109,15937,2.97,"tropicana",0
"5852",12937,15808,2.13,"minute.maid",1
"5853",7500,7872,2.56,"tropicana",1
"5855",12468,8320,2.13,"minute.maid",0
"5856",9994,9152,2.48,"minute.maid",1
"5858",12049,11649,1.52,"minute.maid",0
"5859",1716,14784,1.7,"dominicks",0
"5860",10111,7103,NA,"tropicana",0
"5861",9123,8640,3.09,"tropicana",0
"5862",4994,3840,2.43,"minute.maid",0
"5864",6618,1215,1.97,"dominicks",0
"5865",7803,7677,3.22,"tropicana",0
"5866",1062,14399,1.58,"dominicks",0
"5867",315,2369,3.13,"tropicana",0
"5869",1711,12288,1.99,"minute.maid",0
"5870",10691,26432,2,"dominicks",1
"5871",6734,134593,1.22,"minute.maid",1
"5872",1746,169857,1.14,"dominicks",1
"5873",5298,7296,1.98,"minute.maid",0
"5874",8579,5120,3.7,"tropicana",0
"5875",3035,6400,2.71,"tropicana",1
"5876",7084,323840,1.84,"minute.maid",1
"5877",1022,11776,3.1,"tropicana",0
"5879",5783,45504,1.5,"dominicks",1
"5880",8769,18493,1.82,"tropicana",0
"5881",2614,3776,NA,"dominicks",0
"5882",3843,8959,2.53,"minute.maid",0
"5886",11818,7234,NA,"tropicana",1
"5887",2012,15296,2.05,"minute.maid",0
"5890",4847,118528,2.14,"tropicana",1
"5893",6415,9985,1.83,"minute.maid",0
"5894",10,6785,2.04,"dominicks",0
"5895",1699,4416,2.65,"minute.maid",0
"5896",7217,6145,2.16,"minute.maid",0
"5897",6200,13246,0.99,"dominicks",0
"5898",4187,3840,2.24,"dominicks",0
"5899",6090,895,1.48,"dominicks",0
"5900",646,6912,2.85,"tropicana",0
"5901",12427,5952,2.64,"dominicks",0
"5902",5440,54910,2.11,"minute.maid",1
"5904",9529,52095,1.72,"tropicana",1
"5905",1372,44353,1.46,"minute.maid",1
"5906",9012,8001,2.91,"minute.maid",0
"5908",2693,7936,2.23,"tropicana",1
"5909",3790,6080,2.26,"dominicks",0
"5911",11663,2303,2.08,"dominicks",0
"5914",7173,4799,1.72,"dominicks",0
"5918",7383,4800,2.43,"minute.maid",0
"5919",1842,6783,2.5,"tropicana",0
"5921",11143,6271,2.96,"tropicana",0
"5922",1713,3136,3.05,"minute.maid",0
"5923",4913,37248,2.29,"minute.maid",1
"5926",6037,34369,2.13,"tropicana",1
"5927",8607,44416,1.47,"dominicks",0
"5928",10960,6913,2.68,"dominicks",0
"5929",7861,9345,NA,"dominicks",0
"5931",11966,4738,1.72,"dominicks",0
"5932",7243,5697,1.61,"dominicks",0
"5933",4067,11329,3.15,"tropicana",0
"5934",5804,24639,1.59,"dominicks",0
"5935",10237,7039,3.02,"tropicana",0
"5937",9398,15168,2.72,"minute.maid",0
"5940",6633,21376,2.25,"tropicana",1
"5942",5292,4287,1.85,"dominicks",0
"5943",10373,10881,3.53,"tropicana",0
"5945",1412,17409,3.09,"tropicana",0
"5946",11880,3199,2.28,"minute.maid",1
"5949",3403,38784,1.59,"dominicks",1
"5950",1171,70401,1.2,"dominicks",1
"5952",3125,3203,1.56,"dominicks",0
"5955",8482,3263,2.99,"tropicana",0
"5956",1097,48577,2,"tropicana",0
"5958",585,2879,2.07,"dominicks",0
"5959",4049,9857,2.38,"minute.maid",1
"5960",939,2816,2.6,"dominicks",0
"5961",1080,14401,1.69,"dominicks",1
"5962",9116,4287,1.76,"dominicks",0
"5964",7895,5377,2.81,"minute.maid",0
"5965",7458,3904,2.77,"minute.maid",0
"5966",141,4800,2.6,"tropicana",0
"5967",6033,12094,2.89,"tropicana",1
"5968",7284,2943,2.6,"minute.maid",0
"5969",8337,19648,1.94,"minute.maid",1
"5970",4372,5951,2.27,"minute.maid",0
"5972",4988,14975,1.84,"dominicks",0
"5973",1306,321216,1.62,"minute.maid",1
"5974",4534,37055,2.19,"tropicana",0
"5975",4395,10304,2.97,"tropicana",0
"5976",1581,3648,2.22,"minute.maid",0
"5977",5746,2752,2.44,"minute.maid",1
"5978",2479,1536,1.99,"dominicks",0
"5979",624,22529,2.33,"tropicana",0
"5981",12654,6656,2.31,"minute.maid",0
"5982",6221,895,NA,"dominicks",1
"5983",5444,3328,3.67,"tropicana",0
"5984",10712,6336,2.77,"tropicana",0
"5985",4386,5248,2.81,"minute.maid",0
"5986",6129,4736,3.22,"minute.maid",0
"5987",12641,93055,0.96,"dominicks",0
"5989",11395,2368,2.93,"tropicana",0
"5990",1920,70337,1.42,"dominicks",1
"5991",10834,8192,3.12,"tropicana",0
"5992",4642,6143,3.07,"tropicana",0
"5993",12637,4160,1.66,"dominicks",0
"5994",3251,50626,2.15,"tropicana",1
"5996",4348,2879,1.8,"dominicks",0
"5997",11114,4096,3.49,"tropicana",0
"5998",3534,63553,NA,"dominicks",1
"5999",10316,5953,3.42,"tropicana",0
"6000",11639,1664,2.03,"dominicks",0
"6001",8552,8128,1.77,"minute.maid",0
"6002",6792,76097,1.64,"tropicana",1
"6003",7814,10240,3.12,"tropicana",0
"6005",2021,3839,2.12,"dominicks",0
"6007",9100,19584,2.21,"minute.maid",0
"6008",8098,13442,1.8,"dominicks",0
"6011",8684,16322,1.79,"minute.maid",0
"6012",10679,5888,2.61,"minute.maid",0
"6013",8946,10433,3.18,"minute.maid",0
"6014",6182,4865,1.45,"dominicks",0
"6015",11883,2432,3.09,"tropicana",0
"6016",11723,7167,3.03,"tropicana",0
"6017",4489,9216,2.99,"tropicana",0
"6018",2646,12865,1.7,"dominicks",0
"6019",6261,1599,1.84,"dominicks",0
"6020",6284,16576,1.88,"dominicks",0
"6022",11859,2880,1.84,"dominicks",0
"6024",8654,26048,2.06,"minute.maid",1
"6026",2743,9792,1.32,"dominicks",0
"6027",5655,6399,3.06,"tropicana",0
"6029",5476,12992,2.09,"tropicana",0
"6030",8820,56127,1.97,"tropicana",1
"6031",6190,8576,3.15,"tropicana",0
"6032",7295,65280,1.68,"minute.maid",1
"6034",10654,4289,1.64,"dominicks",0
"6036",9554,2751,2.9,"tropicana",0
"6037",1475,50047,1.43,"dominicks",0
"6039",12655,6399,1.5,"dominicks",0
"6040",8009,15553,1.48,"dominicks",1
"6041",6621,7551,2.54,"tropicana",1
"6042",4827,43071,2.05,"minute.maid",1
"6043",91,897,2.44,"dominicks",0
"6044",5275,2304,3.4,"tropicana",0
"6045",4161,35520,2.27,"tropicana",0
"6046",3054,3074,2.78,"minute.maid",0
"6047",8387,6145,3.17,"tropicana",0
"6049",11949,10753,3.54,"tropicana",0
"6050",1663,17088,1.68,"minute.maid",0
"6052",8463,6145,3.13,"tropicana",0
"6053",386,3648,2.41,"minute.maid",0
"6054",10557,4864,2.79,"minute.maid",0
"6055",7411,5184,2.79,"tropicana",0
"6056",6787,8705,2.94,"tropicana",0
"6058",2462,3071,2.5,"minute.maid",0
"6059",6875,7679,2.96,"tropicana",0
"6060",6078,6849,2.49,"minute.maid",0
"6062",7357,25793,1.43,"minute.maid",0
"6063",6679,8959,1.4,"dominicks",0
"6064",6936,3454,1.87,"dominicks",0
"6065",3713,6017,2.07,"dominicks",0
"6066",4019,24959,2.38,"minute.maid",1
"6067",6817,9727,2.81,"tropicana",0
"6068",10149,6784,3.64,"tropicana",0
"6069",12200,12545,NA,"tropicana",0
"6070",11932,1662,1.62,"dominicks",0
"6071",8606,21503,1.28,"dominicks",0
"6072",10170,17408,1.73,"dominicks",0
"6074",5299,9473,1.68,"dominicks",0
"6075",12454,10497,2.52,"tropicana",1
"6076",7665,40768,1.92,"minute.maid",1
"6078",11141,6593,3.31,"tropicana",0
"6079",5197,17919,1.39,"dominicks",1
"6080",757,1665,2.01,"dominicks",0
"6081",8839,69310,NA,"tropicana",1
"6082",9650,13761,1.48,"dominicks",0
"6083",3136,2432,3.1,"minute.maid",0
"6084",1269,33791,NA,"minute.maid",0
"6085",2038,3456,3.45,"tropicana",0
"6087",10029,5566,2.98,"tropicana",0
"6088",1017,13442,1.68,"minute.maid",0
"6089",11100,14912,2.27,"tropicana",0
"6090",5199,5823,3.1,"tropicana",0
"6091",2002,3712,3.12,"tropicana",0
"6092",4780,14208,1.29,"dominicks",0
"6093",3991,25152,1.47,"dominicks",0
"6094",12307,6272,2.63,"tropicana",0
"6096",7154,9727,3.26,"tropicana",0
"6098",12333,5759,2.35,"tropicana",0
"6099",247,7233,2.93,"tropicana",0
"6100",5253,16704,2.72,"tropicana",0
"6101",5212,4224,NA,"minute.maid",0
"6102",2209,8321,3.21,"tropicana",0
"6103",9373,3201,3.13,"tropicana",0
"6104",4450,4801,2.1,"dominicks",0
"6107",5859,16832,1.68,"dominicks",1
"6109",12564,11711,2.89,"tropicana",0
"6110",2077,27456,2.83,"tropicana",1
"6111",3037,3712,2.26,"minute.maid",0
"6113",7557,301311,0.9,"dominicks",1
"6115",3649,42241,1.49,"dominicks",1
"6116",10273,6081,2.37,"minute.maid",0
"6117",1267,14784,NA,"minute.maid",0
"6118",7497,2945,2.16,"dominicks",0
"6121",6891,5568,2.08,"minute.maid",0
"6122",11680,15489,1.53,"dominicks",0
"6123",2769,19136,2.82,"tropicana",0
"6124",657,10240,3.6,"tropicana",0
"6125",5915,77889,0.97,"dominicks",1
"6127",1736,33407,1.24,"dominicks",0
"6128",113,1538,2.05,"dominicks",1
"6129",5759,3583,2.32,"minute.maid",0
"6130",7380,4288,3.28,"tropicana",0
"6132",6160,10048,2.98,"tropicana",0
"6133",8238,9279,1.43,"dominicks",0
"6135",619,7680,2.68,"minute.maid",0
"6136",6477,6272,1.45,"dominicks",0
"6137",8311,56768,2.01,"minute.maid",1
"6138",1587,5056,1.53,"dominicks",0
"6141",1688,4993,2.25,"dominicks",0
"6142",6847,4992,2.41,"minute.maid",0
"6143",4266,307073,1.11,"dominicks",1
"6144",10930,39038,1.92,"tropicana",1
"6145",9635,1471,2.57,"dominicks",0
"6146",533,4288,3.08,"tropicana",0
"6147",2251,21758,1.66,"dominicks",1
"6149",2766,8064,1.85,"minute.maid",0
"6150",4022,91776,1.54,"minute.maid",1
"6151",7368,2624,3.42,"tropicana",0
"6152",1803,5185,3.79,"tropicana",0
"6153",9318,6913,3.47,"tropicana",0
"6154",10341,4737,3.33,"tropicana",0
"6155",1248,24064,2.27,"minute.maid",0
"6156",5526,5119,2.4,"minute.maid",0
"6158",5851,8449,3.37,"tropicana",0
"6160",8313,3969,1.66,"dominicks",0
"6161",3480,70336,1.85,"tropicana",1
"6162",11572,31552,1.96,"tropicana",0
"6163",8349,20479,1.8,"tropicana",0
"6164",12410,8895,2.16,"minute.maid",0
"6167",5035,11071,NA,"tropicana",0
"6168",7087,2049,2.75,"dominicks",0
"6169",1304,1664,2.59,"minute.maid",0
"6170",3531,10496,1.95,"minute.maid",0
"6171",529,81600,1.67,"dominicks",1
"6172",3877,7490,3.07,"tropicana",0
"6173",2707,1984,1.9,"dominicks",0
"6174",9912,3776,2.83,"minute.maid",0
"6176",2943,45058,1.54,"dominicks",0
"6180",7901,20739,NA,"dominicks",1
"6181",1690,3968,2.22,"minute.maid",0
"6182",9599,5504,2.54,"minute.maid",0
"6183",3501,1088,1.55,"dominicks",0
"6184",12334,2112,2.8,"minute.maid",0
"6186",1606,3777,2.16,"dominicks",0
"6188",5218,2879,2.94,"tropicana",0
"6189",5150,2625,2.56,"minute.maid",0
"6191",6525,3073,2.54,"minute.maid",0
"6192",2803,14847,2.56,"tropicana",0
"6193",12807,6272,3.19,"tropicana",0
"6194",3224,5568,3.2,"tropicana",0
"6195",11194,2559,2.66,"minute.maid",0
"6196",11053,6911,3.07,"tropicana",0
"6199",119,10751,3.67,"tropicana",0
"6200",1864,4609,2.81,"tropicana",0
"6202",12456,19137,2.67,"minute.maid",0
"6203",11025,4353,2.23,"minute.maid",0
"6206",2032,10177,2.83,"minute.maid",0
"6207",116,16127,1.61,"tropicana",0
"6208",4618,8513,2.38,"minute.maid",0
"6209",10886,62209,2.36,"tropicana",1
"6210",2203,3008,2.26,"dominicks",0
"6211",10334,2176,3.83,"tropicana",0
"6213",4298,4928,1.98,"dominicks",0
"6214",12469,19775,2.46,"tropicana",1
"6217",258,24385,2.11,"minute.maid",1
"6218",8831,5823,3.53,"tropicana",0
"6219",2140,11201,1.87,"dominicks",0
"6222",6202,3903,2.53,"minute.maid",0
"6223",3650,4225,3.34,"tropicana",0
"6224",6421,4799,2.54,"minute.maid",0
"6229",10973,6913,2.74,"dominicks",0
"6230",4163,5505,3.11,"tropicana",0
"6234",6131,6144,2.93,"tropicana",0
"6235",2750,23169,2.41,"minute.maid",1
"6236",4926,23102,NA,"minute.maid",1
"6237",6468,5442,3.07,"tropicana",0
"6238",7750,5311,2.42,"minute.maid",1
"6239",10648,8128,1.99,"minute.maid",1
"6240",8738,8128,2.61,"tropicana",0
"6241",11788,162687,0.98,"dominicks",1
"6242",1103,16129,2.01,"minute.maid",1
"6243",9490,2686,1.35,"dominicks",0
"6244",9935,14527,1.98,"tropicana",0
"6245",12749,51775,1.88,"tropicana",0
"6246",2549,7105,NA,"tropicana",0
"6247",9601,7295,2.82,"tropicana",0
"6248",2975,13824,1.9,"tropicana",0
"6250",1231,27905,2.32,"tropicana",0
"6251",4921,28288,1.58,"dominicks",1
"6252",5866,46273,1.61,"dominicks",0
"6253",9380,5376,2.44,"tropicana",0
"6254",3266,12352,1.83,"minute.maid",0
"6255",4183,10560,3.21,"tropicana",0
"6257",5086,10113,2.14,"minute.maid",0
"6258",5449,9344,3.15,"tropicana",0
"6261",3841,5312,NA,"minute.maid",0
"6262",604,30848,1.57,"tropicana",1
"6263",9231,4481,2.38,"minute.maid",0
"6264",3284,640,2.31,"dominicks",0
"6266",4889,21952,2.25,"tropicana",0
"6267",4254,2687,1.98,"dominicks",0
"6268",6335,1728,2.71,"dominicks",0
"6269",779,25666,1.92,"tropicana",1
"6270",6114,8064,1.41,"dominicks",0
"6271",7612,4417,2.32,"minute.maid",0
"6273",8655,13695,NA,"minute.maid",0
"6274",9771,9536,NA,"minute.maid",0
"6275",12237,3905,2.42,"minute.maid",0
"6276",6696,5313,2.7,"minute.maid",0
"6279",10465,5121,1.62,"dominicks",0
"6280",806,2943,3.45,"tropicana",0
"6281",9004,2943,2.65,"minute.maid",0
"6282",2415,4865,1.93,"dominicks",0
"6284",7830,7425,2.52,"dominicks",0
"6287",7366,2111,1.58,"dominicks",0
"6288",11386,2304,2.1,"dominicks",0
"6289",3459,12799,1.8,"dominicks",0
"6290",2317,4929,1.99,"dominicks",0
"6292",11580,4672,NA,"tropicana",0
"6293",11543,14402,1.86,"tropicana",0
"6294",9472,8383,3.58,"tropicana",0
"6295",5843,897,NA,"dominicks",0
"6297",9096,46338,1.58,"dominicks",1
"6298",9974,2879,1.93,"dominicks",0
"6299",12380,14721,3.58,"tropicana",0
"6300",3568,4736,1.57,"dominicks",0
"6301",2855,6336,2.74,"minute.maid",0
"6302",10675,6784,2.81,"tropicana",0
"6303",2761,7553,1.53,"dominicks",0
"6304",5388,14462,2.06,"minute.maid",0
"6305",7495,3519,2.46,"dominicks",0
"6306",4737,5312,2.3,"dominicks",0
"6307",1774,8257,1.45,"dominicks",0
"6308",6159,6529,3.19,"tropicana",0
"6309",12192,641,2.09,"dominicks",0
"6310",2346,1600,2.3,"dominicks",0
"6311",2288,10689,3.04,"minute.maid",0
"6312",4604,13056,2.08,"tropicana",0
