"","id","price","brand","feat"
"5930",3931,3.55,"tropicana",0
"5936",9867,0.98,"dominicks",0
"5938",4167,1.86,"minute.maid",1
"5939",7634,1.46,"dominicks",0
"5941",10399,1.95,"minute.maid",1
"5944",170,NA,"tropicana",0
"5947",8270,2.49,"dominicks",0
"5948",12794,1.83,"minute.maid",1
"5951",7080,2.92,"tropicana",0
"5953",4568,1.67,"minute.maid",1
"5954",648,2.08,"minute.maid",1
"5957",1228,2.07,"tropicana",1
"5963",7711,3.52,"tropicana",0
"5971",9276,3.08,"tropicana",0
"5980",10915,NA,"minute.maid",0
"5988",6605,2.09,"minute.maid",1
"5995",2220,1.83,"dominicks",0
"6004",1560,1.57,"dominicks",1
"6006",4782,2.33,"dominicks",0
"6009",2273,2.67,"tropicana",0
"6010",11628,2.95,"tropicana",0
"6021",3449,3.14,"minute.maid",0
"6023",8649,2.05,"minute.maid",0
"6025",12818,3.37,"tropicana",0
"6028",12552,1.86,"minute.maid",0
"6033",6507,2.85,"minute.maid",0
"6035",11447,2.33,"tropicana",0
"6038",3209,1.7,"dominicks",0
"6048",2148,2.35,"minute.maid",0
"6051",9197,3.52,"tropicana",0
"6057",11913,1.58,"dominicks",1
"6061",2942,1.95,"tropicana",0
"6073",9394,3.29,"tropicana",0
"6077",947,3.33,"tropicana",0
"6086",10018,2.48,"tropicana",0
"6095",6435,2.92,"minute.maid",0
"6097",8312,2.03,"minute.maid",0
"6105",2445,1.77,"tropicana",0
"6106",459,3.58,"tropicana",0
"6108",22,0.88,"dominicks",1
"6112",10704,2.61,"tropicana",1
"6114",4877,1.99,"minute.maid",0
"6119",128,2.2,"dominicks",0
"6120",4546,2.03,"minute.maid",0
"6126",9469,2.67,"tropicana",0
"6131",5224,1.51,"dominicks",1
"6134",3329,3.88,"tropicana",0
"6139",9991,2.35,"minute.maid",0
"6140",552,2.42,"tropicana",0
"6148",11800,1.81,"dominicks",0
"6157",6643,1.07,"dominicks",0
"6159",8767,1.38,"dominicks",0
"6165",2399,2.03,"tropicana",0
"6166",627,1.98,"tropicana",0
"6175",12919,2.68,"tropicana",1
"6177",2637,NA,"minute.maid",0
"6178",7216,2.68,"dominicks",0
"6179",10218,2.17,"dominicks",0
"6185",1728,2.93,"tropicana",0
"6187",10978,NA,"tropicana",0
"6190",11537,1.52,"dominicks",1
"6197",7487,3.38,"tropicana",1
"6198",8534,1.49,"minute.maid",1
"6201",11239,1.65,"dominicks",0
"6204",1232,2.37,"tropicana",0
"6205",8459,1.7,"dominicks",1
"6212",11749,2.04,"minute.maid",0
"6215",12517,2.7,"tropicana",0
"6216",1179,1.97,"tropicana",0
"6220",9214,2.06,"tropicana",0
"6221",8897,3.61,"tropicana",1
"6225",1828,2.87,"tropicana",1
"6226",10089,1.91,"minute.maid",0
"6227",11409,1.93,"minute.maid",0
"6228",4488,2.13,"minute.maid",0
"6231",727,1.54,"dominicks",0
"6232",11504,1.64,"dominicks",0
"6233",5007,3.02,"minute.maid",0
"6249",9888,1.02,"dominicks",1
"6256",11319,2.7,"dominicks",0
"6259",7725,2.04,"minute.maid",0
"6260",5428,1.53,"dominicks",0
"6265",103,2.3,"minute.maid",0
"6272",1338,1.99,"tropicana",1
"6277",5027,2.78,"minute.maid",0
"6278",12890,3.06,"tropicana",0
"6283",4241,2,"dominicks",1
"6285",10944,2.98,"tropicana",0
"6286",5863,2.04,"dominicks",0
"6291",9657,2.01,"dominicks",0
"6296",9901,1.9,"dominicks",1
"6313",2274,1.03,"dominicks",0
"6315",7890,1.93,"tropicana",0
"6317",4589,2.48,"minute.maid",1
"6326",1297,2.92,"tropicana",0
"6331",3529,2.44,"minute.maid",0
"6337",1323,1.65,"minute.maid",0
"6338",3199,2.78,"tropicana",0
"6344",11224,2.86,"minute.maid",0
"6345",5757,1.98,"minute.maid",0
"6347",8181,2.33,"minute.maid",0
"6349",10446,3.4,"tropicana",0
"6356",11241,1.96,"dominicks",0
"6359",2796,1.61,"dominicks",0
"6362",637,1.83,"minute.maid",1
"6364",5882,1.26,"dominicks",0
"6365",11089,1.97,"minute.maid",1
"6366",1991,2.3,"minute.maid",0
"6371",8575,2.09,"tropicana",1
"6382",10047,2.69,"dominicks",0
"6384",3373,1.92,"minute.maid",1
"6386",12491,2.94,"tropicana",0
"6388",9890,1.16,"dominicks",0
"6389",5858,2.04,"minute.maid",1
"6390",931,2.41,"minute.maid",0
"6396",9594,2.71,"minute.maid",0
"6400",12460,1.02,"dominicks",0
"6405",8709,2.23,"dominicks",0
"6414",9778,1.91,"dominicks",0
"6415",5426,1.66,"minute.maid",1
"6418",6596,1.94,"dominicks",0
"6419",12246,NA,"minute.maid",0
"6420",12876,1.98,"minute.maid",0
"6429",6599,2.33,"dominicks",0
"6434",9792,NA,"dominicks",1
"6444",4767,2.39,"minute.maid",1
"6445",12778,1.43,"dominicks",0
"6449",2281,3.09,"minute.maid",0
"6451",7971,2,"dominicks",0
"6452",2160,2.07,"dominicks",0
"6459",6371,3.97,"tropicana",0
"6461",11569,1.75,"minute.maid",1
"6463",1815,NA,"tropicana",0
"6467",3541,1.99,"dominicks",1
"6468",6305,2.47,"tropicana",0
"6471",7279,1.43,"minute.maid",0
"6474",8888,2.06,"tropicana",1
"6494",2779,NA,"dominicks",0
"6497",12228,1.5,"dominicks",0
"6503",3901,3.72,"tropicana",0
"6508",8069,2.45,"minute.maid",0
"6511",5803,3.54,"tropicana",1
"6517",10141,3.26,"tropicana",0
"6519",1189,1.46,"minute.maid",1
"6524",9645,2.53,"minute.maid",0
"6527",6820,2.24,"minute.maid",0
"6529",9022,NA,"tropicana",1
"6534",3652,3.23,"tropicana",0
"6543",11266,2.49,"minute.maid",0
"6544",7041,2.5,"minute.maid",0
"6545",3683,3.06,"tropicana",0
"6546",12152,1.5,"dominicks",0
"6547",4092,1.95,"dominicks",0
"6554",4576,2.45,"tropicana",0
"6557",331,1.74,"minute.maid",0
"6563",3412,2.84,"tropicana",0
"6570",9874,2.08,"dominicks",0
"6577",7564,1.65,"dominicks",0
"6578",2472,NA,"dominicks",0
"6580",11762,NA,"minute.maid",1
"6586",773,2.2,"minute.maid",0
"6588",6915,2.16,"minute.maid",0
"6594",2449,1.59,"minute.maid",0
"6595",4832,3.53,"tropicana",0
"6597",11518,2.81,"tropicana",0
"6598",7563,2,"minute.maid",1
"6600",12404,3.68,"tropicana",1
"6610",10325,1.25,"minute.maid",1
"6613",11279,2.95,"tropicana",0
"6619",11527,2.17,"minute.maid",0
"6620",12536,2.2,"dominicks",0
"6621",3044,1.74,"dominicks",0
"6627",1113,3.13,"tropicana",0
"6630",340,1.89,"dominicks",0
"6631",8794,2.47,"minute.maid",0
"6632",9843,1.59,"dominicks",0
"6634",12329,3.12,"tropicana",0
"6643",2238,3.73,"tropicana",0
"6649",11118,1.83,"minute.maid",1
"6651",12286,1.74,"dominicks",1
"6655",9125,3.09,"tropicana",0
"6656",4624,NA,"tropicana",0
"6661",6244,2.01,"dominicks",1
"6667",875,3.49,"tropicana",0
"6676",11832,2.04,"minute.maid",0
"6682",2502,2.3,"minute.maid",0
"6698",12351,1.8,"minute.maid",0
"6707",10642,1.26,"dominicks",0
"6715",12222,3.12,"tropicana",0
"6716",8782,1.67,"dominicks",0
"6717",9952,1.83,"minute.maid",0
"6721",12666,NA,"dominicks",0
"6723",3853,1.83,"minute.maid",0
"6725",4696,2.19,"dominicks",0
"6726",12274,1.93,"dominicks",0
"6731",4554,2.89,"tropicana",0
"6732",4264,1.64,"dominicks",1
"6738",7974,3.63,"tropicana",0
"6740",12409,1.78,"minute.maid",0
"6741",2111,2.63,"tropicana",0
"6746",3232,2.23,"minute.maid",1
"6749",12891,3.33,"tropicana",0
"6756",10288,3.06,"tropicana",0
"6757",2131,2.32,"minute.maid",0
"6762",10472,2.65,"tropicana",1
"6765",3354,1.06,"dominicks",1
"6766",530,2.1,"minute.maid",1
"6776",1753,3.51,"tropicana",0
"6789",2650,NA,"tropicana",0
"6797",5232,2.1,"dominicks",1
"6804",10611,0.96,"dominicks",1
"6806",511,1.58,"dominicks",1
"6815",10411,2.88,"tropicana",0
"6816",2161,NA,"minute.maid",0
"6817",12763,2.99,"tropicana",0
"6831",4186,1.88,"minute.maid",0
"6834",7112,2.49,"minute.maid",0
"6840",8690,2.52,"dominicks",0
"6844",11872,1.71,"dominicks",1
"6848",5267,2.25,"dominicks",0
"6858",4675,1.37,"dominicks",1
"6861",1938,3.15,"tropicana",0
"6863",7142,2.13,"minute.maid",0
"6865",10575,1.95,"minute.maid",0
"6869",4655,2.39,"minute.maid",0
"6870",5706,2.67,"minute.maid",0
"6875",2900,2.45,"minute.maid",1
"6876",5515,2.49,"minute.maid",0
"6884",6176,NA,"tropicana",0
"6888",8231,2.32,"tropicana",0
"6896",4011,2.67,"minute.maid",0
"6914",11719,1.83,"dominicks",0
"6917",4653,2.39,"tropicana",0
"6918",11559,2.05,"tropicana",0
"6926",9969,NA,"minute.maid",0
"6928",7011,1.58,"minute.maid",0
"6932",1747,1.06,"dominicks",0
"6933",1262,1.94,"minute.maid",0
"6935",12075,NA,"dominicks",0
"6937",10668,1.48,"minute.maid",1
"6938",9312,1.88,"minute.maid",0
"6944",4712,2.31,"minute.maid",0
"6948",10579,2.28,"dominicks",1
"6954",5909,1.8,"dominicks",0
"6956",6942,2.59,"tropicana",1
"6957",5306,2.2,"minute.maid",0
"6959",3032,2.53,"minute.maid",0
"6960",7294,2.42,"minute.maid",0
"6963",5700,3.87,"tropicana",0
"6966",653,2.76,"minute.maid",0
"6972",9725,2.2,"dominicks",0
"6978",1989,1.59,"dominicks",0
"6979",3025,2.87,"tropicana",0
"6980",12363,2.08,"minute.maid",0
"6981",8866,3.1,"tropicana",0
"6989",3909,1.52,"dominicks",0
"6998",5271,1.69,"dominicks",1
"7000",5169,2.29,"tropicana",0
"7005",12022,2.43,"minute.maid",0
"7009",6756,1.83,"tropicana",0
"7010",7412,1.68,"minute.maid",0
"7013",11561,1.65,"dominicks",1
"7016",9128,2.24,"minute.maid",1
"7017",7940,1.4,"dominicks",1
"7018",5537,2.08,"minute.maid",0
"7020",11633,NA,"minute.maid",1
"7021",10263,NA,"dominicks",1
"7022",5393,1.91,"minute.maid",0
"7027",4406,2.44,"minute.maid",1
"7030",3188,1.74,"dominicks",0
"7034",357,1.51,"dominicks",0
"7035",10755,2.96,"tropicana",0
"7042",2116,1.79,"tropicana",0
"7048",9112,3.01,"tropicana",1
"7049",2986,2.16,"minute.maid",0
"7053",6376,2.63,"dominicks",1
"7066",8460,1.67,"dominicks",0
"7073",3709,2.68,"minute.maid",0
"7075",7346,1.54,"minute.maid",0
"7080",2072,2.12,"minute.maid",0
"7083",11965,2.59,"minute.maid",0
"7085",12934,3.56,"tropicana",0
"7092",10995,2.86,"tropicana",0
"7094",10041,3.83,"tropicana",0
"7098",11001,2.92,"tropicana",0
"7102",12235,2.62,"minute.maid",0
"7106",1634,2.97,"tropicana",0
"7107",10791,1.63,"dominicks",0
"7111",3300,2.29,"tropicana",1
"7118",9870,2.06,"minute.maid",0
"7119",5460,1.65,"dominicks",0
"7123",5205,1.98,"tropicana",1
"7138",11448,3.04,"minute.maid",0
"7141",6960,2.32,"minute.maid",0
"7146",4791,2.73,"tropicana",0
"7150",21,1.97,"dominicks",1
"7151",11621,2.94,"tropicana",0
"7153",2448,1.96,"minute.maid",1
"7156",12345,2.71,"dominicks",0
"7161",7982,2.5,"minute.maid",1
"7173",10478,1.84,"minute.maid",1
"7178",2230,1.45,"dominicks",1
"7179",11193,1.71,"dominicks",1
"7181",1226,1.91,"minute.maid",0
"7185",9358,2.27,"tropicana",0
"7190",10641,NA,"minute.maid",0
"7191",12675,2.14,"tropicana",0
"7196",2293,1.8,"dominicks",1
"7204",11369,2.13,"dominicks",0
"7213",4802,2.83,"tropicana",0
"7217",740,2.27,"dominicks",1
"7220",12843,1.79,"dominicks",1
"7227",3327,2.68,"tropicana",0
"7228",7560,2.18,"minute.maid",1
"7230",319,3.3,"tropicana",0
"7233",8906,1.49,"dominicks",0
"7236",10181,2.06,"minute.maid",1
"7239",6805,2.72,"minute.maid",1
"7244",1609,2.79,"minute.maid",0
"7253",12024,2.96,"minute.maid",0
"7256",10568,2.36,"minute.maid",1
"7259",4562,1.7,"dominicks",0
"7260",5712,1.99,"minute.maid",1
"7264",6368,1.95,"dominicks",0
"7269",9984,2.39,"tropicana",0
"7289",9241,2.97,"minute.maid",0
"7291",4497,1.06,"minute.maid",1
"7296",10653,2.73,"dominicks",0
"7297",12634,2.57,"tropicana",1
"7302",2904,2.26,"tropicana",0
"7313",3443,1.53,"dominicks",0
"7317",1287,2.46,"tropicana",1
"7319",6410,2.03,"dominicks",0
"7327",6219,2.51,"minute.maid",1
"7332",7237,1.86,"minute.maid",1
"7340",566,2.67,"minute.maid",0
"7342",12106,3.57,"tropicana",0
"7345",5614,2.82,"tropicana",0
"7348",7519,2.03,"minute.maid",0
"7349",10696,2.96,"tropicana",0
"7350",187,2.84,"minute.maid",0
"7351",4383,1.48,"dominicks",1
"7352",12513,1.93,"tropicana",1
"7353",10949,2.18,"minute.maid",1
"7354",10070,2.81,"minute.maid",0
"7357",6572,1.86,"dominicks",1
"7359",7090,2.43,"tropicana",0
"7367",9740,2.94,"minute.maid",0
"7368",1219,2.45,"tropicana",0
"7372",3702,3,"tropicana",0
"7386",6851,1.65,"minute.maid",0
"7389",6249,2.27,"dominicks",0
"7390",11771,2.16,"tropicana",0
"7395",12316,3.28,"tropicana",0
"7397",907,2.92,"tropicana",0
"7410",5589,NA,"dominicks",0
"7412",1513,2.96,"tropicana",0
"7414",12470,3.18,"tropicana",0
"7418",7478,2.05,"dominicks",0
"7427",7443,3.11,"tropicana",0
"7436",3256,2.86,"minute.maid",0
"7437",10257,1.82,"minute.maid",0
"7439",8469,1.65,"dominicks",1
"7440",5901,3.21,"tropicana",0
"7444",9738,1.36,"dominicks",0
"7450",11120,2.13,"minute.maid",1
"7453",12141,2.99,"tropicana",0
"7455",4570,2.4,"minute.maid",1
"7464",2653,2.16,"dominicks",0
"7465",9232,1.62,"dominicks",0
"7466",667,2.02,"minute.maid",0
"7467",5529,3.41,"tropicana",0
"7471",11831,1.44,"dominicks",0
"7473",1503,2.83,"tropicana",0
"7478",3745,2.94,"minute.maid",0
"7482",2137,1.5,"dominicks",0
"7489",9135,2.78,"dominicks",0
"7490",6721,1.58,"dominicks",1
"7491",11183,2.63,"tropicana",0
"7492",6098,3.14,"tropicana",0
"7507",1105,2.57,"tropicana",1
"7517",11558,3.46,"tropicana",0
"7524",7657,1.95,"dominicks",0
"7527",4175,2.14,"minute.maid",0
"7542",9256,3.59,"tropicana",0
"7547",12656,2.01,"minute.maid",0
"7552",7290,3.91,"tropicana",0
"7557",9421,1.74,"minute.maid",1
"7560",9032,2.04,"minute.maid",1
"7561",10520,3.59,"tropicana",0
"7566",498,2.51,"dominicks",1
"7567",11365,1.85,"tropicana",0
"7574",11826,2.69,"tropicana",0
"7578",7200,1.71,"dominicks",0
"7579",2907,NA,"minute.maid",1
"7583",3731,2.05,"dominicks",0
"7584",6022,2.68,"minute.maid",0
"7587",390,1.91,"minute.maid",0
"7609",12582,NA,"tropicana",0
"7612",2747,2.55,"minute.maid",0
"7615",11713,1.23,"dominicks",0
"7617",4891,1.86,"minute.maid",1
"7618",4690,1.5,"tropicana",1
"7625",4839,1.05,"dominicks",1
"7626",8059,2.27,"minute.maid",0
"7628",2398,NA,"tropicana",1
"7638",1276,NA,"minute.maid",0
"7639",9471,2.1,"dominicks",0
"7647",36,NA,"dominicks",0
"7649",11164,1.51,"dominicks",0
"7650",10256,1.72,"dominicks",1
"7655",4928,3.22,"tropicana",0
"7656",9141,1.44,"dominicks",1
"7662",9006,NA,"dominicks",0
"7663",9401,1.54,"dominicks",1
"7665",9980,3.23,"tropicana",0
"7670",12009,2.05,"tropicana",0
"7679",7838,2.1,"minute.maid",0
"7681",4607,1.81,"minute.maid",0
"7691",1817,1.84,"dominicks",1
"7696",1818,3.44,"tropicana",0
"7699",1897,3.13,"tropicana",0
"7701",5666,3.34,"tropicana",0
"7707",11578,2.27,"tropicana",0
"7711",11354,1.43,"dominicks",0
"7712",8827,2.79,"minute.maid",0
"7713",5911,2.12,"tropicana",1
"7719",4350,1.71,"minute.maid",0
"7723",2612,2.91,"tropicana",0
"7751",10632,1.81,"minute.maid",0
"7754",1931,1.4,"dominicks",0
"7756",7640,3.47,"tropicana",0
"7761",11865,2.42,"minute.maid",0
"7765",10084,2.09,"dominicks",0
"7767",1290,2.19,"minute.maid",0
"7769",243,2.31,"minute.maid",0
"7775",7825,3.12,"tropicana",0
"7779",3141,3.14,"minute.maid",0
"7780",12131,1.37,"dominicks",1
"7781",5186,3.06,"tropicana",0
"7782",6349,2.57,"tropicana",1
"7795",2595,2.44,"minute.maid",1
"7796",4442,3,"minute.maid",0
"7797",2505,1.67,"minute.maid",1
"7799",6281,3.47,"tropicana",0
"7800",4276,1.88,"minute.maid",0
"7802",1123,1.49,"minute.maid",0
"7808",11481,1.84,"minute.maid",0
"7811",256,1.73,"dominicks",1
"7815",3213,2.13,"tropicana",0
"7821",166,1.48,"dominicks",0
"7824",6826,1.61,"dominicks",1
"7825",5546,2.27,"tropicana",0
"7826",12795,2.66,"tropicana",1
"7829",9701,1.55,"dominicks",0
"7839",12143,1.72,"dominicks",0
"7840",3666,1.98,"minute.maid",1
"7846",5505,3.64,"tropicana",0
"7847",11069,2.7,"minute.maid",0
"7848",6821,1.55,"dominicks",1
"7850",9384,2.83,"tropicana",1
"7854",5595,2.67,"minute.maid",0
"7860",3106,3.75,"tropicana",0
"7861",4623,2.82,"tropicana",0
"7863",11416,1.99,"minute.maid",1
"7867",7661,1.97,"minute.maid",1
"7869",2198,1.57,"minute.maid",0
"7871",2272,1.99,"minute.maid",1
"7873",7247,NA,"tropicana",0
"7880",3544,3.11,"tropicana",0
"7885",3700,3.48,"tropicana",0
"7889",2080,2.11,"minute.maid",0
"7890",8717,3.1,"tropicana",0
"7897",6765,2.26,"dominicks",0
"7912",12620,1.13,"dominicks",0
"7913",1612,2.24,"tropicana",0
"7917",12083,2.69,"dominicks",0
"7918",6681,1.79,"tropicana",0
"7921",9751,1.27,"dominicks",0
"7922",1111,2.79,"minute.maid",0
"7923",7348,2,"dominicks",0
"7927",2615,2.02,"minute.maid",1
"7930",10053,2.66,"minute.maid",0
"7934",8594,2.45,"minute.maid",1
"7935",2055,1.64,"minute.maid",0
"7936",5817,3.4,"tropicana",0
"7940",1069,3.34,"tropicana",0
"7941",812,1.72,"minute.maid",0
"7947",7359,3.25,"tropicana",0
"7948",10571,2.47,"tropicana",0
"7952",3972,2.6,"tropicana",0
"7954",7532,1.88,"dominicks",0
"7959",8265,1.9,"dominicks",1
"7967",821,1.14,"dominicks",1
"7970",11391,2.1,"tropicana",1
"7972",9583,2.98,"tropicana",0
"7974",7603,2.79,"dominicks",0
"7982",12368,1.48,"dominicks",1
"7988",7666,2.65,"tropicana",0
"7992",8372,1.68,"dominicks",0
"7993",10865,2.58,"minute.maid",0
"7995",302,2.78,"minute.maid",0
"8000",5795,2.58,"tropicana",0
"8002",8013,3,"tropicana",0
"8014",3222,2.46,"minute.maid",1
"8024",9143,2.07,"minute.maid",0
"8026",1028,1.93,"dominicks",0
"8027",11080,1.66,"dominicks",1
"8029",780,3.1,"tropicana",0
"8030",9944,3.11,"tropicana",0
"8034",8307,1.91,"tropicana",0
"8036",8455,3.98,"tropicana",0
"8037",1942,1.87,"minute.maid",0
"8045",8137,2.16,"minute.maid",0
"8053",12436,2.25,"minute.maid",0
"8059",5026,0.99,"dominicks",0
"8060",2285,2.07,"dominicks",0
"8069",1565,2.86,"tropicana",1
"8071",2554,2.39,"tropicana",0
"8076",6629,1.63,"dominicks",0
"8080",10108,2.58,"tropicana",0
"8084",8920,2.17,"tropicana",0
"8085",404,2.87,"minute.maid",0
"8088",5188,2.44,"tropicana",1
"8093",8309,1.61,"minute.maid",1
"8097",7932,2.02,"minute.maid",0
"8104",6995,2.54,"minute.maid",0
"8107",11640,2.34,"dominicks",0
"8109",12504,2.34,"tropicana",0
"8113",7199,3.43,"tropicana",1
"8116",8241,1.17,"dominicks",0
"8125",4683,2.37,"tropicana",1
"8140",953,1.77,"dominicks",0
"8142",1986,1.48,"dominicks",1
"8150",7769,1.61,"minute.maid",1
"8152",5110,1.97,"minute.maid",0
"8158",7156,1.63,"dominicks",1
"8162",225,NA,"tropicana",0
"8164",3223,2.21,"minute.maid",0
"8170",7664,1.52,"dominicks",0
"8171",12809,NA,"minute.maid",0
"8172",11475,3.22,"tropicana",0
"8177",4676,2.28,"minute.maid",1
"8178",884,2.35,"minute.maid",0
"8183",12751,2.24,"dominicks",0
"8185",4109,3.13,"minute.maid",0
"8188",10147,3.06,"tropicana",0
"8189",2816,2.39,"minute.maid",1
"8192",276,3.1,"minute.maid",0
"8193",12607,0.91,"dominicks",1
"8195",8874,1.37,"dominicks",0
"8198",8170,2.68,"tropicana",0
"8200",8364,NA,"dominicks",1
"8201",134,1.56,"dominicks",0
"8209",2954,1.48,"dominicks",0
"8210",4017,2.5,"minute.maid",0
"8228",3100,2.16,"minute.maid",1
"8236",4086,1.48,"dominicks",0
"8238",9926,2.31,"minute.maid",1
"8239",9609,2.51,"minute.maid",0
"8244",8182,2.03,"dominicks",0
"8245",10700,2.01,"minute.maid",0
"8250",3726,2.14,"minute.maid",0
"8251",4135,1.64,"dominicks",1
"8255",6566,1.98,"dominicks",0
"8256",9433,1.46,"dominicks",1
"8259",11709,2.08,"minute.maid",1
"8269",2721,2.64,"tropicana",0
"8274",2858,2.85,"tropicana",0
"8275",2389,NA,"minute.maid",0
"8276",3978,1.62,"dominicks",0
"8278",10802,2.03,"minute.maid",1
"8282",3813,2.9,"minute.maid",0
"8284",7491,1.95,"minute.maid",1
"8293",7909,0.97,"dominicks",1
"8300",1036,1.98,"tropicana",0
"8305",7336,2.78,"minute.maid",0
"8306",10695,2.17,"minute.maid",0
"8311",7155,2.19,"minute.maid",0
"8313",5181,2.4,"tropicana",1
"8317",11526,1.64,"dominicks",0
"8322",5003,1.46,"dominicks",1
"8326",4426,3.13,"minute.maid",0
"8329",5341,3.07,"tropicana",0
"8342",12481,1.56,"dominicks",1
"8351",2088,NA,"dominicks",0
"8355",8150,3.03,"tropicana",0
"8356",8681,1.73,"dominicks",0
"8359",11351,2.05,"dominicks",0
"8368",6555,3.04,"tropicana",1
"8371",9945,2.9,"tropicana",0
"8372",7893,1.09,"dominicks",1
"8375",4236,2.17,"dominicks",0
"8378",1656,1.55,"dominicks",1
"8380",9831,1.5,"dominicks",1
"8381",7786,2.01,"minute.maid",1
"8385",3607,1.81,"minute.maid",0
"8395",6258,2.65,"tropicana",0
"8402",10110,2.02,"dominicks",0
"8404",224,1.47,"dominicks",0
"8405",8618,2.11,"minute.maid",0
"8407",3240,2.09,"minute.maid",0
"8415",1483,2.27,"dominicks",0
"8417",9207,2.69,"minute.maid",0
"8425",3297,2.64,"dominicks",0
"8431",6225,2.73,"minute.maid",0
"8432",8103,3.2,"tropicana",0
"8433",6318,1.47,"dominicks",0
"8434",9971,1.53,"dominicks",1
"8435",10813,2.42,"minute.maid",1
"8437",9151,1.32,"dominicks",0
"8441",2414,2.07,"dominicks",0
"8442",9029,2.53,"minute.maid",0
"8448",5796,1.51,"dominicks",1
"8460",6308,0.98,"dominicks",0
"8472",4461,1.79,"minute.maid",0
"8473",7371,2.09,"minute.maid",1
"8476",3381,2.02,"dominicks",0
"8480",10476,3,"minute.maid",0
"8486",5733,1.71,"dominicks",1
"8488",765,1.78,"dominicks",1
"8490",705,1.98,"dominicks",0
"8492",2814,2.07,"minute.maid",1
"8493",12657,2.7,"minute.maid",0
"8496",5990,2.38,"minute.maid",0
"8501",1819,1.46,"dominicks",0
"8503",2351,2.28,"tropicana",0
"8505",559,3.22,"tropicana",0
"8509",10194,1.84,"minute.maid",1
"8511",12736,3.23,"tropicana",0
"8522",5399,3.6,"tropicana",0
"8540",3293,NA,"tropicana",0
"8546",3916,NA,"tropicana",0
"8547",6774,2.38,"minute.maid",0
"8551",5115,1.59,"dominicks",0
"8552",6344,1.59,"dominicks",1
"8553",11688,NA,"dominicks",0
"8554",12586,1.89,"tropicana",0
"8559",2215,2.54,"tropicana",0
"8560",8331,2.28,"minute.maid",0
"8564",1288,2.45,"tropicana",1
"8565",6019,1.48,"dominicks",0
"8568",6700,1.68,"dominicks",0
"8571",9981,1.83,"dominicks",1
"8576",6539,2.11,"minute.maid",1
"8581",4473,1.67,"dominicks",1
"8582",1723,2.76,"minute.maid",0
"8584",8004,2.93,"tropicana",0
"8586",168,2.6,"tropicana",0
"8597",5548,NA,"tropicana",0
"8598",3593,1.92,"dominicks",0
"8599",11519,1.72,"dominicks",0
"8602",12158,2.17,"dominicks",1
"8605",11103,3.67,"tropicana",0
"8609",3469,1.71,"dominicks",0
"8611",11557,2.93,"minute.maid",0
"8617",494,2.08,"dominicks",0
"8621",2498,1.39,"dominicks",1
"8626",8538,3.03,"tropicana",0
"8628",11317,1.93,"minute.maid",0
"8629",2437,2.75,"minute.maid",0
"8630",5057,2.06,"minute.maid",1
"8637",1995,2.9,"tropicana",0
"8638",8286,1.84,"minute.maid",1
"8639",2710,2.27,"minute.maid",0
"8646",1649,2.56,"dominicks",0
"8650",10543,1.93,"dominicks",0
"8664",1881,2.1,"minute.maid",0
"8666",11396,2.58,"minute.maid",0
"8667",957,1.37,"dominicks",0
"8675",5662,1.32,"dominicks",0
"8677",11544,3.06,"tropicana",0
"8680",9962,1.46,"dominicks",0
"8684",5734,1.97,"dominicks",0
"8685",7788,2.41,"tropicana",0
"8695",11214,2.12,"dominicks",1
"8696",9641,2.24,"minute.maid",0
"8698",185,NA,"minute.maid",0
"8700",4045,NA,"minute.maid",1
"8707",2190,1.59,"dominicks",0
"8712",7263,2.03,"dominicks",0
"8716",12546,0.98,"dominicks",0
"8719",1074,2.61,"tropicana",1
"8729",339,1.93,"tropicana",0
"8730",1229,2.8,"tropicana",0
"8734",5175,1.54,"dominicks",0
"8735",9102,2.36,"minute.maid",0
"8738",472,1.89,"minute.maid",1
"8739",6809,2.16,"minute.maid",0
"8743",9097,3.02,"minute.maid",0
"8744",8509,2.58,"tropicana",0
"8750",783,3.11,"tropicana",0
"8758",5068,1.65,"dominicks",0
"8759",5598,2.24,"minute.maid",1
"8761",4719,1.32,"dominicks",1
"8763",5847,2.39,"minute.maid",0
"8773",7913,2,"minute.maid",0
"8774",4845,1.51,"dominicks",0
"8779",8915,2.34,"tropicana",0
"8790",1836,2.14,"tropicana",0
"8793",7049,1.56,"dominicks",0
"8805",3514,2.32,"minute.maid",0
"8806",6429,1.85,"minute.maid",0
"8807",12878,1.9,"tropicana",0
"8812",6199,2.43,"tropicana",0
"8813",3432,1.88,"tropicana",0
"8818",2361,NA,"minute.maid",0
"8824",11091,1.89,"dominicks",0
"8825",5892,2.63,"minute.maid",0
"8827",9018,NA,"minute.maid",1
"8832",7531,2.99,"tropicana",0
"8834",3386,3.04,"tropicana",0
"8838",591,1.58,"dominicks",1
"8850",9035,3.15,"tropicana",0
"8851",2625,3.09,"minute.maid",0
"8852",9187,1.88,"tropicana",1
"8858",7654,2.71,"tropicana",1
"8859",7869,2.92,"tropicana",0
"8866",2368,2.21,"minute.maid",0
"8870",9447,1.62,"minute.maid",0
"8873",7257,NA,"dominicks",0
"8877",4107,2.82,"tropicana",1
"8880",2544,1.25,"dominicks",0
"8886",11893,3.17,"tropicana",0
"8894",6189,3.11,"tropicana",0
"8895",415,1.73,"dominicks",0
"8897",349,2.05,"dominicks",0
"8899",6495,2.01,"minute.maid",0
